,2020,2021,2022,2023
2020,1.0,0.44642985288841047,0.4341254814911536,0.4155116025541193
2021,0.44642985288841047,1.0,0.48036807693638217,0.4554862023653088
2022,0.4341254814911536,0.48036807693638217,1.0,0.515925984501028
2023,0.4155116025541193,0.4554862023653088,0.515925984501028,1.0
